He is defenetly one of the worst!,DIRECTING#PERFORMANCE,Negative
There is one junk-directing film ,DIRECTING#PERFORMANCE,Negative
This man hasn't directed many movies with good scripts. ,DIRECTING#PERFORMANCE,Negative
some of the directors in this list are bad as hell,DIRECTING#PERFORMANCE,Negative
that clearly have all fault in their direction.,DIRECTING#PERFORMANCE,Negative
Not amazing,DIRECTING#PERFORMANCE,Negative
I am not a fan of the man's directing style,DIRECTING#PERFORMANCE,Negative
for sure Bay is a much better director than Boll.,DIRECTING#PERFORMANCE,Negative
that directing was Horrible,DIRECTING#PERFORMANCE,Negative
I am not a fan of the man's directing style,DIRECTING#PERFORMANCE,Negative
Many people hate dirrector ,DIRECTING#PERFORMANCE,Negative
how could anyone be worse than these directors?,DIRECTING#PERFORMANCE,Negative
MOST AWKWARD AND ODIOUS DIRECTING EVER!!!!!!!!!!!!,DIRECTING#PERFORMANCE,Negative
He's pretty bad director.,DIRECTING#PERFORMANCE,Negative
he's certainly  terrible. ,DIRECTING#PERFORMANCE,Negative
Blockbuster directors  does think his audience is stupid,DIRECTING#PERFORMANCE,Negative
"MY GOD, they did notmention my favorite bad director, the worst in the industry.",DIRECTING#PERFORMANCE,Negative
they directed the god awful Date Movie,DIRECTING#PERFORMANCE,Negative
he made one bad film,DIRECTING#PERFORMANCE,Negative
bad directing. ,DIRECTING#PERFORMANCE,Negative
Any Star Trek alumni can do a better job than these directors.,DIRECTING#PERFORMANCE,Negative
mistaken director,DIRECTING#PERFORMANCE,Negative
Michael Bay is not actually a good director.,DIRECTING#PERFORMANCE,Negative
His most recent films aren't very good.,DIRECTING#PERFORMANCE,Negative
awful directing,DIRECTING#PERFORMANCE,Negative
Bret Ratner is not a good Director ,DIRECTING#PERFORMANCE,Negative
"Once you directed Coyote Ugly, you can't recover from that.",DIRECTING#PERFORMANCE,Negative
When I saw M. Night Shyamalan higher than big momma's house's director I wanted see no more.,DIRECTING#PERFORMANCE,Negative
Michael Bay is a bad director,DIRECTING#PERFORMANCE,Negative
"the first two scary movies were directed by Keenen Ivory Wayans, and those were actually pretty bad",DIRECTING#PERFORMANCE,Negative
 His only bad film was Halloween 2 and he was forced to do that movie.,DIRECTING#PERFORMANCE,Negative
Uwe Boll makes bad movies purposefully just for the money.,DIRECTING#PERFORMANCE,Negative
"Ed Wood had a love of film making, he just wasn't good at it.",DIRECTING#PERFORMANCE,Negative
"if most of the films they made are bad, then their a bad director.",DIRECTING#PERFORMANCE,Negative
michael bay is a such bad directo,DIRECTING#PERFORMANCE,Negative
pparantley was so bad that it makes other bad directors feel better about themselves. ,DIRECTING#PERFORMANCE,Negative
He has more worse than any of these other bad directors.,DIRECTING#PERFORMANCE,Negative
Boll believes himself to be such a great filmmaker even if it is not. ,DIRECTING#PERFORMANCE,Negative
The Last Airbender was actually ruined by directors trying to get a shit ton of cash outta the Avatar franchise,DIRECTING#PERFORMANCE,Negative
Micheal Bay is not a very good director but is he really worse then Tyler perry ,DIRECTING#PERFORMANCE,Negative
Always doing the same boring movie in his entire carre,DIRECTING#PERFORMANCE,Negative
Very great error of directing !,DIRECTING#PERFORMANCE,Negative
That was a montage of just some of my most hated films and directors,DIRECTING#PERFORMANCE,Negative
Worst Hollywood Directors comeback with their movies. ,DIRECTING#PERFORMANCE,Negative
Ed Wood? He's the granddaddy of bad directors!,DIRECTING#PERFORMANCE,Negative
The worst directors are the 70s sitcom-stars-turned-directors,DIRECTING#PERFORMANCE,Negative
Apparently making a bad movie is a lot more cost productive.... It's just not fair man....,DIRECTING#PERFORMANCE,Negative
I’m disappointed about directing☹️,DIRECTING#PERFORMANCE,Negative
The man that couldn't direct a brick to the ground if it was mid-air.,DIRECTING#PERFORMANCE,Negative
ROB ZOMBIE CANnot DIRECT,DIRECTING#PERFORMANCE,Negative
"Tommy Wiseau, the guy who directed one of the worst film of all time",DIRECTING#PERFORMANCE,Negative
"He is the single worst director of all time, but he's not a Hollywood director.",DIRECTING#PERFORMANCE,Negative
predictably hell always be given some shit to direct!,DIRECTING#PERFORMANCE,Negative
they is not take the work of Director in seriously.,DIRECTING#PERFORMANCE,Negative
boring & predictable directing,DIRECTING#PERFORMANCE,Negative
I find his direction boring.,DIRECTING#PERFORMANCE,Negative
I hate his directing,DIRECTING#PERFORMANCE,Negative
Its  fair to  blame the director.,DIRECTING#PERFORMANCE,Negative
Wtf I thought Madea was good director,DIRECTING#PERFORMANCE,Negative
Wtf I thought Madea was funny,DIRECTING#PERFORMANCE,Negative
the sucks directing.,DIRECTING#PERFORMANCE,Negative
"oel Schumacher, m night and Brett ratner are the worst filmmakers of all time. ",DIRECTING#PERFORMANCE,Negative
not incredible filming.,DIRECTING#PERFORMANCE,Negative
Very great error of directing !,DIRECTING#PERFORMANCE,Negative
I consider exagerated and lame include Joel Schumacher as a bad director,DIRECTING#PERFORMANCE,Negative
Most of Roland Emmerich's movies weren't that good to begin with.,DIRECTING#PERFORMANCE,Negative
Rob Zombie and Michael Bay are the worst film directors period,DIRECTING#PERFORMANCE,Negative
suck,DIRECTING#PERFORMANCE,Negative
"Boll’s films instead provide a painful, joyless experience",DIRECTING#PERFORMANCE,Negative
so miserable that viewers must share his films with others to avoid being alone with such unpleasantness.,DIRECTING#PERFORMANCE,Negative
one of the worst filming of all time.,DIRECTING#PERFORMANCE,Negative
Worst Director of All Time,DIRECTING#PERFORMANCE,Negative
Birdemic’s unique aspect of awfulness made it the subject of a Vice documentary and a RiffTrax commentary,DIRECTING#PERFORMANCE,Negative
this scenes sounds awesomely bad!,DIRECTING#PERFORMANCE,Negative
"I constantly heard about a directing being the ""worst"" only to find it boring, stupid",DIRECTING#PERFORMANCE,Negative
 I expect to be a terrible but entertaining 90 minutes.,DIRECTING#PERFORMANCE,Negative
" I have not seen any of the director's  movies,",DIRECTING#PERFORMANCE,Negative
" Uwe Boll, the director of this travesty, has made other seriously bad films.",DIRECTING#PERFORMANCE,Negative
he admits his earlier directing were bad,DIRECTING#PERFORMANCE,Negative
 I can truly say at that moment he was the worst director on the planet.,DIRECTING#PERFORMANCE,Negative
I was more angry at the director than anything. ,DIRECTING#PERFORMANCE,Negative
My feeling was the whole ending felt like a manipulation,DIRECTING#PERFORMANCE,Negative
"an emotional rape so to speak,",DIRECTING#PERFORMANCE,Negative
purely to illicit a reaction from the audience,DIRECTING#PERFORMANCE,Negative
 I was fantasizing about what I would have done to the director had he been there. ,DIRECTING#PERFORMANCE,Negative
Lars made the film miserable.,DIRECTING#PERFORMANCE,Negative
 In a bad director's hand this have been divastating,DIRECTING#PERFORMANCE,Negative
Such a disappointment of film making.,DIRECTING#PERFORMANCE,Negative
"His films never end well,",DIRECTING#PERFORMANCE,Negative
he just picks an ending he knows will piss people off,DIRECTING#PERFORMANCE,Negative
he doesn't have to try and be creative or intelligent or anything like that. ,DIRECTING#PERFORMANCE,Negative
Directors who have never made a good movie.,DIRECTING#PERFORMANCE,Negative
 directors who I have not to admit I admire,DIRECTING#PERFORMANCE,Negative
 I did come across one director that takes the cake as the worst director / writer / producer to ever grace the silver screen with his presence,DIRECTING#PERFORMANCE,Negative
Director seems unpleasant and uncharismatic,DIRECTING#PERFORMANCE,Negative
his films are unappealing and unappetizing.,DIRECTING#PERFORMANCE,Negative
 I REALLY DESPISE Michael Bay because his movies are DEMEANING to women,DIRECTING#PERFORMANCE,Negative
Harbor is especially bad because it takes a DUMP on the memories of our brave servicemen! ,DIRECTING#PERFORMANCE,Negative
new level of nightmare when it is REAL PEOPLE who SACRIFICED EVERYTHING in those explosions!,DIRECTING#PERFORMANCE,Negative
M. Night Shyamalan has created some critically most have been horrid.,DIRECTING#PERFORMANCE,Negative
His movies are thoroughly painful to watch.,DIRECTING#PERFORMANCE,Negative
One of the few who brought non acting stars to the Silver screen.,DIRECTING#PERFORMANCE,Negative
Its literally tough to pick which one of them is the worst director,DIRECTING#PERFORMANCE,Negative
"Ed Wood, is considered to be the most pissed off director of all time. ",DIRECTING#PERFORMANCE,Negative
",i can say that the worst director of all decades is none other than sandhosh pandit.",DIRECTING#PERFORMANCE,Negative
He produced his movie for just below 5 lakh and he earn much more than he spend.,DIRECTING#PERFORMANCE,Negative
Very great error of directing !,DIRECTING#PERFORMANCE,Negative
His directing primarily involves utterly horrific adaptations of video games to film,DIRECTING#PERFORMANCE,Negative
"Watching his film, Rampage, was most definitely a rare treat for how completely ridiculous it was.",DIRECTING#PERFORMANCE,Negative
 His movies are practically without comparison in how terrible they are.,DIRECTING#PERFORMANCE,Negative
 you are an untalented wannabe filmmaker with no balls ,DIRECTING#PERFORMANCE,Negative
Director has no understanding what POSTAL is,DIRECTING#PERFORMANCE,Negative
He is most definitely my admission for ‘worst movie director of all time’,DIRECTING#PERFORMANCE,Negative
The most infamous of his movies being Ghosts Can’t Do It.,DIRECTING#PERFORMANCE,Negative
Worst Director,DIRECTING#PERFORMANCE,Negative
The worst directors I never knew their names. ,DIRECTING#PERFORMANCE,Negative
I mostly dislike any cliche directing talent where the same cliches are used again and again.,DIRECTING#PERFORMANCE,Negative
He could not do any bit of filmmaking ,DIRECTING#PERFORMANCE,Negative
The way the Director's presentation that faults somewhere and the end product leaves something to be desired.,DIRECTING#PERFORMANCE,Negative
poorly made film no skills,DIRECTING#PERFORMANCE,Negative
"Uwe Boll doesn't care one toss about the drivel he directs,",DIRECTING#PERFORMANCE,Negative
director just too lazy to bring that person out.,DIRECTING#PERFORMANCE,Negative
 a pity that the director was such a bad ,DIRECTING#PERFORMANCE,Negative
"incredibly weak and undeveloped filmmaking, ",DIRECTING#PERFORMANCE,Negative
"quite awful,",DIRECTING#PERFORMANCE,Negative
 his standard direction that does nobody any favours.,DIRECTING#PERFORMANCE,Negative
Ratner makes Tucker the most annoying man on the planet with his standard direction,DIRECTING#PERFORMANCE,Negative
except his films have no visual flair ,DIRECTING#PERFORMANCE,Negative
he continues to waste the mega budgets Hollywood studios hand him.,DIRECTING#PERFORMANCE,Negative
his movies are bad.,DIRECTING#PERFORMANCE,Negative
They're badly made direction,DIRECTING#PERFORMANCE,Negative
Being a bad director is one thing ,DIRECTING#PERFORMANCE,Negative
Paul Anderson has made a living out of directing video game,DIRECTING#PERFORMANCE,Negative
"the worst thing he ever did was ruin great actors such as John Goodman,",DIRECTING#PERFORMANCE,Negative
Ice Cube and Jackie Chan as he directed them to death in his lowest common denominator trash,DIRECTING#PERFORMANCE,Negative
"Jackie Chan in The Spy Next Door is something no director should ever come back from,",DIRECTING#PERFORMANCE,Negative
he always finds a way to release more diabolical films into the world.,DIRECTING#PERFORMANCE,Negative
the list of terrible movies directed by this man is endless.,DIRECTING#PERFORMANCE,Negative
Every single one of Dugan's movies is a massive stinker,DIRECTING#PERFORMANCE,Negative
 his poorly directed movies cause more pain than laughs,DIRECTING#PERFORMANCE,Negative
"Law and Ally McBeal and also directed Problem Child, another horribly unfunny movie. ",DIRECTING#PERFORMANCE,Negative
"When you finish watching a Keenen Wayans movie, you feel dirty",DIRECTING#PERFORMANCE,Negative
unholy and putrid filmmaking,DIRECTING#PERFORMANCE,Negative
"if the Devil made films, they would be Keenen Wayons films,",DIRECTING#PERFORMANCE,Negative
they are gross directing  this directing ,DIRECTING#PERFORMANCE,Negative
reprehensible dircting,DIRECTING#PERFORMANCE,Negative
can only be the result of dark forces working with conspiratorial aims,DIRECTING#PERFORMANCE,Negative
 There's nothing that stands out as to why Sena's films are so bad - they just are. ,DIRECTING#PERFORMANCE,Negative
Films poorly made with a lack of imagination,DIRECTING#PERFORMANCE,Negative
Director keeps getting worse,DIRECTING#PERFORMANCE,Negative
blatantly bad as some other directors ,DIRECTING#PERFORMANCE,Negative
" Tyler Perry is the most unsuccessful black director of all time,",DIRECTING#PERFORMANCE,Negative
Perry's movies are awful,DIRECTING#PERFORMANCE,Negative
 violent and horribly unfunny directing,DIRECTING#PERFORMANCE,Negative
"his directed works have been a disaster, ",DIRECTING#PERFORMANCE,Negative
"It wouldn't be a list of bad directors without Uwe Boll,",DIRECTING#PERFORMANCE,Negative
he's making atrocious films,DIRECTING#PERFORMANCE,Negative
it takes hard work to be as bad as he is as a director.,DIRECTING#PERFORMANCE,Negative
"he's the worst filmmaker in the world,",DIRECTING#PERFORMANCE,Negative
Boll's films are deemed so bad ,DIRECTING#PERFORMANCE,Negative
"Michael Bay calls his filming technique ""f*****g the frame,",DIRECTING#PERFORMANCE,Negative
"His films are pornographic, gratuitous, loud and empty",DIRECTING#PERFORMANCE,Negative
Sitting through a Michael Bay film is like being beaten over the head for two hours,DIRECTING#PERFORMANCE,Negative
"Instead of directing everything is there,",DIRECTING#PERFORMANCE,Negative
 f#cked this up directors,DIRECTING#PERFORMANCE,Negative
How in the world did this garbage acting ,DIRECTING#PERFORMANCE,Negative
 directed What the heck man? ,DIRECTING#PERFORMANCE,Negative
 I don't know how this piece of crap was madeby directors,DIRECTING#PERFORMANCE,Negative
the directing is horrible.,DIRECTING#PERFORMANCE,Negative
these filmfakers deserve to be rewarded with failure,DIRECTING#PERFORMANCE,Negative
this was just a misguided effort on the entire directing team's part.,DIRECTING#PERFORMANCE,Negative
having not seen anything made by its director,DIRECTING#PERFORMANCE,Negative
" It took the director four years to make this movie, and it's still awful.",DIRECTING#PERFORMANCE,Negative
all blame can be put upon the director.,DIRECTING#PERFORMANCE,Negative
It is a film  completely fails  directing,DIRECTING#PERFORMANCE,Negative
So terrible that it's unintentionally hilarious filming. ,DIRECTING#PERFORMANCE,Negative
 its utter f*****g rubbish filming. ,DIRECTING#PERFORMANCE,Negative
talentless directors,DIRECTING#PERFORMANCE,Negative
watching it makes you stupid by the director,DIRECTING#PERFORMANCE,Negative
" the poor directing,",DIRECTING#PERFORMANCE,Negative
complete s*** from the opening shot! ,DIRECTING#PERFORMANCE,Negative
nothing makes sense with meaningless filming,DIRECTING#PERFORMANCE,Negative
 immediately give up from the long driving scene and windows movie maker opening credits,DIRECTING#PERFORMANCE,Negative
the directors are so stupid,DIRECTING#PERFORMANCE,Negative
The filmmaker obviously didn't care to make a good movie ,DIRECTING#PERFORMANCE,Negative
The movie's biggest enemy is not the birds but the director itself ,DIRECTING#PERFORMANCE,Negative
The director is totally inept and made mistakes,DIRECTING#PERFORMANCE,Negative
"I don't believe the director ever learned the word ""Cut!"".",DIRECTING#PERFORMANCE,Negative
" GOD DAMN, THOSE ""Effects"" WERE TERRIBLE.",DIRECTING#PERFORMANCE,Negative
"can see the actors waiting for the director to shout ""action!"" ",DIRECTING#PERFORMANCE,Negative
some shots were so obviously done at different times.,DIRECTING#PERFORMANCE,Negative
"want to learn what not to do as an aspiring filmmaker,",DIRECTING#PERFORMANCE,Negative
Action scenes are not spectacular as they were supposed to be,CAST#PERFORMANCE,Negative
acting is not watchable,CAST#PERFORMANCE,Negative
Action scenes are not spectacular as they were supposed to be,CAST#PERFORMANCE,Negative
the acting is really terrible.,CAST#PERFORMANCE,Negative
acting has to be so low.,CAST#PERFORMANCE,Negative
worst acting I have ever experienced in my life of watching Really Bad science fiction films,CAST#PERFORMANCE,Negative
this was Really Bad directing,CAST#PERFORMANCE,Negative
bad as I was expecting.,CAST#PERFORMANCE,Negative
this action is not best  of all times and is certainly not Oscar material.,CAST#PERFORMANCE,Negative
his acting abilities don’t always match up to his writing,CAST#PERFORMANCE,Negative
the role wasn’t helped by the actor’s stoic expression,CAST#PERFORMANCE,Negative
"He typically plays the same character over and over, proving he doesn’t have any range. ",CAST#PERFORMANCE,Negative
"He acts in the comedy genre but doesn’t garner any laughs, ",CAST#PERFORMANCE,Negative
making his performances awkward and tiresome.,CAST#PERFORMANCE,Negative
one of the worst actors with an average rating ,CAST#PERFORMANCE,Negative
his wooden performance is so bad ,CAST#PERFORMANCE,Negative
his poor acting otherwise makes him look out of place in anything he's in and takes you right out of the film.,CAST#PERFORMANCE,Negative
When I watch his movies it just doesn't seem like acting at all...,CAST#PERFORMANCE,Negative
"Seagal can act, it's just the same thing over and over.",CAST#PERFORMANCE,Negative
Plays the same character in every film. ,CAST#PERFORMANCE,Negative
they're just painful and unpleasant to watch as acting,CAST#PERFORMANCE,Negative
he tries way too hard to be funny when acting,CAST#PERFORMANCE,Negative
it's just painful to watch these characters,CAST#PERFORMANCE,Negative
you have to call that bad acting,CAST#PERFORMANCE,Negative
this guy can do so many movies playing the same stupid character all the time,CAST#PERFORMANCE,Negative
"Honestly, he sucks in acting",CAST#PERFORMANCE,Negative
I couldn't imagine him playing anything that isn't related to action-boom-boom-kick-punch films.,CAST#PERFORMANCE,Negative
Acting is painful and frustrating to watch.,CAST#PERFORMANCE,Negative
"It is a damn shame, that this guy has made it as an actor",CAST#PERFORMANCE,Negative
not worth watching the action,CAST#PERFORMANCE,Negative
 actor portraying a character,CAST#PERFORMANCE,Negative
"worse actors out there,",CAST#PERFORMANCE,Negative
Seriously not a good actor.,CAST#PERFORMANCE,Negative
Pauly Shore is awful and is a terrible comedian. ,CAST#PERFORMANCE,Negative
"Is this idiot still ""acting""?",CAST#PERFORMANCE,Negative
"when it comes to acting and comedy, he's some unbelievably terrible movies.",CAST#PERFORMANCE,Negative
 horrible acting even!,CAST#PERFORMANCE,Negative
she is the worst person in the whole universe.,CAST#PERFORMANCE,Negative
She DESTROYED twilight! ,CAST#PERFORMANCE,Negative
disgusting acting,CAST#PERFORMANCE,Negative
I can't even think that they still get her jobs in other movies.,CAST#PERFORMANCE,Negative
she took it to the next level of awful.,CAST#PERFORMANCE,Negative
HE’S NOT FUNNY.,CAST#PERFORMANCE,Negative
He’s never been funny.,CAST#PERFORMANCE,Negative
he’s the asshole,CAST#PERFORMANCE,Negative
a dumb actor,CAST#PERFORMANCE,Negative
She is terrible!,CAST#PERFORMANCE,Negative
for your and the world's sake... STOP ACTING! ,CAST#PERFORMANCE,Negative
She suck and is not ready she doesn't deserve it!,CAST#PERFORMANCE,Negative
 This guy is one of the douchiest actors out there.,CAST#PERFORMANCE,Negative
He is an incredibly boring actor,CAST#PERFORMANCE,Negative
he needs to seriously consider acting classes,CAST#PERFORMANCE,Negative
I honestly can't stand the actor nor his character in Twilight. ,CAST#PERFORMANCE,Negative
Worst mistake ever of his acting career.,CAST#PERFORMANCE,Negative
This douche isn't a good actor. ,CAST#PERFORMANCE,Negative
Actor is pretty awful and terrible.,CAST#PERFORMANCE,Negative
Actor is so horrible ,CAST#PERFORMANCE,Negative
has no talent and should be banned from acting!,CAST#PERFORMANCE,Negative
Lohan would be completely awful if it weren't 4 her role in Mean Girls.,CAST#PERFORMANCE,Negative
"the best actor in Twilight out of the main three, unfortunately that means absolutely nothing.",CAST#PERFORMANCE,Negative
he was not good at portraying anger,CAST#PERFORMANCE,Negative
in all his other roles he's not so good.,CAST#PERFORMANCE,Negative
His acting was so bad,CAST#PERFORMANCE,Negative
I watched twenty minutes of one of the movies just to laugh at how bad his acting is.,CAST#PERFORMANCE,Negative
Taylor Lautner is truly the worst actor of all time.,CAST#PERFORMANCE,Negative
People only care about his looks and not his acting talents. ,CAST#PERFORMANCE,Negative
You could tell he was acting. It was so fake.,CAST#PERFORMANCE,Negative
Truly one of the worst actors I've seen!,CAST#PERFORMANCE,Negative
I find her to be very annoying. ,CAST#PERFORMANCE,Negative
I still can't believe she has won an oscar for her terrible performance in girl interrupted.,CAST#PERFORMANCE,Negative
Take acting lessons for crying out loud.,CAST#PERFORMANCE,Negative
 Sucking her cheeks and rolling her eyes with the same knowing smile. Very annoying.,CAST#PERFORMANCE,Negative
 If she has won an oscar for acting there is no meaning for academy awards,CAST#PERFORMANCE,Negative
She cannot act.,CAST#PERFORMANCE,Negative
She changed him for the worse not for better as a person and an actor.,CAST#PERFORMANCE,Negative
"The best acting they do is act like they are a big ""rainbow"" family. ",CAST#PERFORMANCE,Negative
Actress is nasty and likely a psychopath.,CAST#PERFORMANCE,Negative
She can't play anything other than herself.,CAST#PERFORMANCE,Negative
She is such a bad actress,CAST#PERFORMANCE,Negative
Actress shows no emotions whatsoever!,CAST#PERFORMANCE,Negative
"Actress is an overrated,",CAST#PERFORMANCE,Negative
Actress is made outta stone! ,CAST#PERFORMANCE,Negative
"Terrible actress,",CAST#PERFORMANCE,Negative
Actress shows no expressions AT ALL! ,CAST#PERFORMANCE,Negative
Boring and pretending to be lesbian now for the press.,CAST#PERFORMANCE,Negative
Boring and pretending to be lesbian now for the press.,CAST#PERFORMANCE,Negative
She does NOT have a singing voice,CAST#PERFORMANCE,Negative
It is her svengali's idea because she can barely act on screen.,CAST#PERFORMANCE,Negative
actors have not study their craft.,CAST#PERFORMANCE,Negative
The Oscars are a joke for these actors!,CAST#PERFORMANCE,Negative
Actor was awful,CAST#PERFORMANCE,Negative
the performance is bad,CAST#PERFORMANCE,Negative
Geez I hope he was acting better than this..,CAST#PERFORMANCE,Negative
The man can't act!,CAST#PERFORMANCE,Negative
Actor is horrible! ,CAST#PERFORMANCE,Negative
not a pretty good actor. ,CAST#PERFORMANCE,Negative
Definitly mean he can't act,CAST#PERFORMANCE,Negative
One of the most untalented people I've ever seen.,CAST#PERFORMANCE,Negative
Actress is a dumb person and she doesn't deserve to be famous.,CAST#PERFORMANCE,Negative
Actress has no talent,CAST#PERFORMANCE,Negative
Ugly and boring acting. ,CAST#PERFORMANCE,Negative
I really don't want to see any more of the actor,CAST#PERFORMANCE,Negative
"He can't act at all,",CAST#PERFORMANCE,Negative
Actor boring. ,CAST#PERFORMANCE,Negative
Definitely NOT attractive acting,CAST#PERFORMANCE,Negative
very immature on screen.,CAST#PERFORMANCE,Negative
no facial expression,CAST#PERFORMANCE,Negative
 He's  a bad actor,CAST#PERFORMANCE,Negative
he cannot play very diverse characters. ,CAST#PERFORMANCE,Negative
he is acting badly,CAST#PERFORMANCE,Negative
Actor deserve all the bad comments and critics.,CAST#PERFORMANCE,Negative
"not only a bad actor, but arrogant person and coward as a man!",CAST#PERFORMANCE,Negative
One of the most overrated actresses ,CAST#PERFORMANCE,Negative
no emotions whatsoever,CAST#PERFORMANCE,Negative
She has no technique and yet prides herself with her acting.,CAST#PERFORMANCE,Negative
 play endless variations of  pretty old self.,CAST#PERFORMANCE,Negative
 I don't find actress pretty at all.,CAST#PERFORMANCE,Negative
Bland face like her acting ability. Horrible body.,CAST#PERFORMANCE,Negative
" if I were a movie director, the actor never get hired.",CAST#PERFORMANCE,Negative
"Wiseau himself turning in possibly the worst acting performance in film history, ",CAST#PERFORMANCE,Negative
he Room to give himself acting exposure after being rejected by Hollywood,CAST#PERFORMANCE,Negative
Such a disappointment of acting.,CAST#PERFORMANCE,Negative
"His movies never end well,",CAST#PERFORMANCE,Negative
Anthony Quinn’s character gets depressed after finding out he is too old to you know,CAST#PERFORMANCE,Negative
"Trump won Worst Supporting Actor for appearing as himself in the film, ",CAST#PERFORMANCE,Negative
 was nominated for ‘Worst New Star’ only to lose to none other ,CAST#PERFORMANCE,Negative
Worst Actress,CAST#PERFORMANCE,Negative
"rump won Worst Supporting Actor that year,",CAST#PERFORMANCE,Negative
 a pity that the actor was such a bad ,CAST#PERFORMANCE,Negative
"quite awful,",CAST#PERFORMANCE,Negative
 he managed to ruin two iconic movie characters,CAST#PERFORMANCE,Negative
 His films are mindless trash that deserve to be in a £1.99 bin,CAST#PERFORMANCE,Negative
Brian Levant's movies could be confused ,CAST#PERFORMANCE,Negative
 His entire output is a string of kids movies that punish the viewer,CAST#PERFORMANCE,Negative
