review,genre,sentiment
A great Batman + the greatest live action Joker = Awesomeness. There's nothing more I can talk about. It's one of the greatest comic book movies of all time.,Action,Positive
 From the performances  to the action and to the story everything was just perfect.,Action,Positive
For me it is one for the best action film of all time. Also  I have to say that Ledger's performance as The Joker was absolutely marvelous and astonishing,Action,Positive
the greatest superhero movie of all time. Dark and thrilling. suspenseful and full of action.,Action,Positive
The Batman movie fans deserve. The Dark Knight has it all: great action  quality characters  and an epic dynamic  all of which helps it hold up more than ten years later.,Action,Positive
One of the best super hero movies of all time features amazing & real action sequences  a chilling villian in the joker and some edge of your seat suspense that will have you thinking about the experience for months after viewing.,Action,Positive
The best superhero movie I have ever seen  hands down! Heath Ledger was the best live action version of the Joker.,Action,Positive
This is my favorite movie of all time. Great plot  cast  hero  villain  cinematography  action  and dialogue. Heath Ledger delivers a great performance as the Joker and Batman is such a dark and great Batman.,Action,Positive
A stellar movie with a fantastic performance by Heath Ledger and a fun plot with amazing action scenes.,Action,Positive
Do I really need to say anything. The film is a masterpiece. From the characters to the narrative to the cinematography to the realistic practical action. Thank you Christopher Nolan. 5/5,Action,Positive
This is my favorite Batman movie ever! Christian Bale did another great performance as Batman and Heath Ledger was amazing as the Joker. The plot is excellent and the action sequences were great. Added it to my favorite movies list using boxxy software app.,Action,Positive
 most superhero movies overly smother them with CG. but most of the action was practical  so plus one. so in all  great film.,Action,Positive
One Of the Best Superhero Movies I've Seen in My Life  Best Story  Best Action Scenes  and the Best Villain Ever.,Action,Positive
Awesome stuff. Cool action and plot.10/10,Action,Positive
Ok  so. Wow. The movie is gritty  and dark. But thats what makes batman batman. Orginal  and action packed. His villan is so mysterious and crazy  its his oposite. 10/10,Action,Positive
Great Movie. Starts with some great action sequences. It has some very nice escape scenes. This movie totally deserves 5 stars,Action,Positive
One of the aspects that makes this movie one of the greatest movies of all time is quality the action scenes.,Action,Positive
This  is the best live action Joker performance that we have ever seen on the big screen.,Action,Positive
One of the greatest superhero movies of all time.,Action,Positive
The suspense and twists are great the action is great and adds an amazing new villain thanks to the award winning performance of Heath Ledger who defined the Joker.,Action,Positive
Cool action and a great cast makes it good but a bit boring at times but not let that take away from its greatness,Action,Positive
This film is a prime example of a perfect action packed  comic book thriller.,Action,Positive
The best Batman film by far! Perfect performances  action and plot. I literally can't think of anything that'll improve it!,Action,Positive
What hasn't been said already in the last 10 years about The Dark Knight? Great performances  incredible action scenes  substantial direction.,Action,Positive
its great action packed superhero film,Action,Positive
Almost all the superhero movies shows the classic rivalry between a group of heroes and a villain  but...Batman the Dark Knight  directed by Christopher Nolan and release in 2008  shows the epic DC best superhero and villain  they're Batman and the Joker. This action and superhero movie gets setting on Gotham City.,Action,Positive
I’m a 13 year old rating one of the best movie of all time. Love the characters  great actions scenes  and the joker is gold. Best superhero movie of all time,Action,Positive
This is easily the best superhero movie ever with deep philosophy and amazing action. Best joker ever,Action,Positive
This film got everything right which were the story  characters  dark action  the casting including Heath Ledger as the Joker may he rest in peace  the script  and everything in this film is 100% flawless.,Action,Positive
The best superhero film I've ever watched. Ledger's performance is perfect as the maniacal Joker and Nolan directs some of the best action scenes ever put to film.,Action,Positive
We are given some of the greatest performance from Christian Bale  Heath Ledger  Gary Oldman  Aaron Eckhart  and Morgan Freeman  which is a major part of what makes this movie so good  Along with the story and the movies action  all three of these factions make the movie the greatest super hero movie ever made,Action,Positive
This is the most overrated movie of all time. As an action movie  it was good but as a Batman movie  it is the worst.,Action,Positive
I loved the action sequences  the acting was awesome  and it had the best main villain in comic book movie history. I would recommend this even for people that aren't superhero fans.,Action,Positive
While Heath Ledger will undoubtedly go down as the greatest live-action iteration of the Joker  and should be used as a character analysis for the character.,Action,Positive
Nolan set everything in motion in the previous film so like the Empire strikes back  we just jump into the action and it is all the better for it,Action,Positive
JUST PERFECT!!! Sooo well balanced in action  humour  violence  emotions etc. So well cut! And it has a thrilling soundtrack.,Action,Positive
The BEST superhero movies I've ever seen. Very compelling  intriguing  full of action and a must see for all Batman and comic book fans in general.,Action,Positive
Amazing acting and lots of action makes this my favourite movie and one of the greatest movies of all time. Don’t get how people don’t like this movie it is incredible.,Action,Positive
It has non-stop action  that meets an epic conclusion to create a perfectly paced film.,Action,Positive
Pros: Great acting. Awesome/good story. Cons: Not enough action. Pacing changes. Disappearing characters.,Action,Positive
Thanks to the dark and eerie performances from Heath Ledger and Aaron Eckhart and the incredible action.,Action,Positive
the action and visuals makes this comic book movie some of the greatest of all time.,Action,Positive
Best superhero movie yet  fantastic script  story  and director.,Action,Positive
An appropriately dark Batman movie that transcends its genre by filling it with unforgettable performances  thrilling action  and presenting itself as more of a political allegory than your basic blockbuster superhero flick.,Action,Positive
This movie is action packed and is quite entertaining.,Action,Positive
"An unambitious and limited """"action"""" film filled with stupid dialogue  bad jokes  desperate characters  and repetitive and boring sequences of violence.",Action,Negative
It's basically an excuse to have a bunch of action scenes  many of which involves Genetically Engineered Super Soldiers  who can take bullets without body armor but unfortunately are mindless killing machines. ,Action,Negative
The first third of the film contains no action,Action,Negative
The action scenes are fine  but there aren't enough of them and the film surrounding them is just awful.,Action,Negative
The performances are poor  the drama falls flat  the comedy is anything but funny  and even the action scenes feel same-y and  while watchable  are nothing more than technically competent.,Action,Negative
very run of the mill action film  loosely based on the game farCry not terrible  but rarely makes you interested.,Action,Negative
Halle Berry is the lone bright spot  but even she can't save this laughable action thriller.,Action,Negative
The story and action is a complete mess and is very uninteresting.,Action,Negative
taking the fact it was done to be an action film  it's one of the worst ever done,Action,Negative
My God!!! This is horrible  there are way too many cuts in every action scene  the characters are weird  obnoxious and annoying  ,Action,Negative
"Not very good. This """"action"""" movie is fairly boring and dumb.",Action,Negative
worst super hero movie ever made.,Action,Negative
The CGI is dated  the costumes are dated  the the score is dated  the action is dated  even the settings are dated. ,Action,Negative
The things I hated about this film were the action scenes.,Action,Negative
he biggest issues revolving nauseating action sequences,Action,Negative
The plot sucks  the action sucks  the acting sucks  the origin sucks.,Action,Negative
"Catwoman misuses Halle Berry's talent in this everything-is-cliched-and-bland """"action movie.""""",Action,Negative
What a horrible disease this movie is  it's incredible how bad superhero movies could get.,Action,Negative
Worst superhero film ever made!,Action,Negative
Only worth watching if you want to see just how wrong a superhero movie can go.,Action,Negative
"The worst """"superhero"""" origin story.",Action,Negative
 like that they made a cat woman movie but girl superhero movies stink  like super girl and Electra.,Action,Negative
What it is is a low point in the superhero genre and a missed opportunity.,Action,Negative
maybe the only superhero movie that I hate.,Action,Negative
Awful special effects  lame acting  and a mind-bogglingly stupid (and arguably sexist) plot make Catwoman quite possibly the worst superhero movie ever made.,Action,Negative
Halle Berry's acting is uneven  and the action is dissatisfying,Action,Negative
the action was boring,Action,Negative
It has earned its reputation as one of the worst films of all time and probably the absolute worst superhero film of all time. ,Action,Negative
the action sequences are complete trash,Action,Negative
such horrible action and laughable story that you just can't help but feel ashamed watching it.,Action,Negative
"When people say Batman and Robin is the worst superhero/comic book  I say """"What about Catwoman. There is nothing good about that movie.""""",Action,Negative
Catwoman clearly shows that Hollywood can't write a female superhero movie and honestly should either stop or get help.,Action,Negative
The dull action scenes are more laughable than tense,Action,Negative
It's a weird mix of TV quality action/dialog  chick-flick characters,Action,Negative
the fight scenes are stupid,Action,Negative
A dumb action comic book film,Action,Negative
Watchable  but nowhere near the punch-packing action adventure the character and her fans deserved.,Action,Negative
Catwoman is considered by many to be one of the worst superhero movie ever made.,Action,Negative
The acting is painful  the story is tired  and it's hard not to laugh at the action scenes.,Action,Negative
terrible direction and laughable fight scenes,Action,Negative
Batman character lacks any common sense and only succeeds in making the audience laugh at the incompetent dialogue and action.,Action,Negative
I absolutely hated this movie. It is the worst superhero movie ever made.,Action,Negative
"This movie does suck than a bad adapted DC Comics graphic novel."""" Of all the critically panned superhero movies over the past decade",Action,Negative
"Catwoman"""" is one of the worst superhero movies of all time. ",Action,Negative
The worst superhero movie ever made  and we live in world where Batman And Robin exists.,Action,Negative
Maybe worst superhero movie ever,Action,Negative
Not only are the action and the acting both bland and boring but the story is a horrible adaption of the Catwoman anthology.,Action,Negative
Before watching this movie  I thought Batman and Robin to be the worst superhero movie. But now the crown goes to Catwoman. ,Action,Negative
ridiculous superhero movie.,Action,Negative
Catwoman is a terrible superhero movie that ranks up with the likes of other shitty superhero movie like Batman and Robin and DareDevil.,Action,Negative
A real shame for a superhero film. Unbelievably bad.,Action,Negative
A comic-book movie requires thrilling action  and heavy artistry  the best we get is a rubber suit.,Action,Negative
A techno-action movie requires some kind of scientific explanation  so the sliver of hope that this dream will one day come true lingers in our mind  yet nothing is explained beyond,Action,Negative
poorly lit action sequences.,Action,Negative
the action scenes are so boring that I would rather watch an action in a Twilight movie than in this movie  so yeah it's that bad.,Action,Negative
the action scenes are very boring.,Action,Negative
the action scenes are clunky and uninteresting,Action,Negative
I guess to mirror the film's fusion of superheroes and crappy action films,Action,Negative
If you want to see some of the worst lines  story structure  acting  direction.... everything  then by all means  see this.,Action,Negative
laughable action sequences and terrible storytelling,Action,Negative
A little slow at parts  and not enough action till the end,Action,Negative
The action was little slow.,Action,Negative
The action in the movie fails on many different levels  because you never really knows what's going on with the characters in the scenes.,Action,Negative
The action scenes aren't very exhilarating  I've seen its material in countless other comic book films. Sadly  even after seeing the directors cut  it just left so little an impact.,Action,Negative
There isn't enough action because there are so many moments where the characters and their relationships are explored,Action,Negative
his action scenes are badly choreographed & hard to follow,Action,Negative
with a huge rise in action hero movies it shows this films weaknesses even further its a shame as daredevil could of been much better,Action,Negative
Daredevil is a huge comic book film misfire on every level. From the casting to the action to the dialogue  its a mess.,Action,Negative
really poor animations of the characters in action adds to the overdriven comic book feeling.,Action,Negative
The movie continues to go off its edge as it proceeds further through the events  and the action sequences and slow mode shots aren't even too interesting.,Action,Negative
It seems to recognize the weaknesses in its own story and tries to counter it with style  but both end up stumbling over a mediocre soundtrack  messy action and little to no visual appeal.,Action,Negative
I might have liked it better if it wasn't for all the poorly coordinated action sequences.,Action,Negative
the choreography of the fight are messy,Action,Negative
Most of the action are really good but then there's the final fight with Kingpin  not to mention that Daredevil's movie Kingpin is terrible.,Action,Negative
here are some cheesy things in it  such as over choreographed fights and cgi ,Action,Negative
the silly scenes that were left in that are bad. Like Murdock's playful fight with Elecktra in a playground. ,Action,Negative
The fighting scenes look so fake the budget looks like this is a directors first movie.,Action,Negative
This movie is just bad Everything from its poor character development to its terribly executed fight scenes are just bad,Action,Negative
JOKER is the last movie you'd ever want to show to kids! Not even teenagers should see this! It might be a tough one for them to see as it is brutal  bloody and might even be simply too much to handle.,Action,Negative
She has a short fight with Daredevil and then dies. That's it!,Action,Negative
sometimes the choreography of the fight are messy,Action,Negative
Rather than a thrilling final fight  we get an awkward battle where Daredevil have to break some kind of water dispenser in order to see Kingpin's movement and after that he break his leg and decided to not kill him.,Action,Negative
The plot is unknown  all he does is just fighting thugs at night and that's it.,Action,Negative
the action is cool but it doesn't stand out to me because there wasn't a whole lot,Action,Negative
So this movie was not my favorite to me there was not a lot of action as I hoped.,Action,Negative
this is lost on you  due to the frustration of wanting to see some action. Boring.,Action,Negative
some actions might be overly done ,Action,Negative
The action is hit or miss here and there's so many moments that just don't make sense.,Action,Negative
A live-action Batman movie is supposed to be serious  dark  and gothic  not kid-friendly  bright  light  light-hearted  and comedic. Rating: 0.1/10,Action,Negative
the action was Stiff. ,Action,Negative
appaling action sequences,Action,Negative
Doesn't have really good action,Action,Negative
ONe drawback is that the action scenes(choreography) isn't as good as some other films of the same genre,Action,Negative
I enjoyed the Joker bits but Christian Bale was just a bore. Boor. Boorish and boring. The huge chunks of philosophical exposition are sub-high school level and are just tedious and onthenose. Give me action. Give me fun. And if it ain't action or fun  cut it.,Action,Negative
The cringe-worthy acting of Bale's Batman  the boring action sequences and the most forgettable plot  was what killed it for me.,Action,Negative
this movie the only bad thing that could be said would be the same as in the first movie that would be the scenes of melee action that I did not love,Action,Negative
It took a while but eventually I understood why this film is so terrible apart from the many gaping plot holes and ridiculous actions by characters - you know  the ones that make you shout at the screen.,Action,Negative
No thanks to the film however  which is so over cooked it's burnt. Sure there's loads of action  cool bat gadgets and lots of running about and shouting but absolutely no soul.,Action,Negative
i thought the movie also had quite a few flaws.Without giving away too much i really though most of the combat action scenes were not easily watchable because they were to fast to follow,Action,Negative
 the movie should be more than our heroes running from action scene to action scene  particularly when those action scenes are in dark  dank Gotham City.,Action,Negative
I personally have been waiting to see a show based on spooky plots and this show delivers.,Horror,"Positive""		 "
 The horror and suspense actually gets to me  in a good way of course.,Horror,Positive
It's a mini horror movie every week. From the exceptional writing to the awesome soundtrack  this TV show is a step above the rest.,Horror,Positive
Great horror-fantasy with some comic relef and at some times really cheesy but you will be entertained all the way through if you are into any of those. ,Horror,Positive
This show has everything in terms of spookiness. It is a great show if you like vampires  werewolves  angels  etc.,Horror,Positive
I'm  usually not a fan of darkness and horror  but this show is effective.,Horror,Positive
I must admit I was extremely pleased by the synergy of the two main characters. Finally a fun suspense creepy show I have been waiting for since Millennium has quit.,Horror,Positive
Supernatural is  hands down  the best thriller/horror show on TV right now.,Horror,Positive
 The Most Thrilling  Awesome and Coolest Show Ever :)10/10,Horror,Positive
With the combined elements of horror  mystery  drama  action  and the tale of two brothers  makes this show a winner in every sense of the word.,Horror,Positive
Mostly this show has been all about fun  for me the classic rock  cute boys  scary movie and mystery/suspense blend has been utterly engaging,Horror,Positive
Supernatural is unique and you get such a thrill just watching it. ,Horror,Positive
This show is absolutely wonderful! The episodes have scared me more than most movies have.,Horror,Positive
This show is and will always be AWESOME! It follows two brothers who fight demons and the likes.,Horror,Positive
Every episode is a superb horror/thriller with tension as well as lighter elements of sarcastic comedy.,Horror,Positive
The story of two brothers in search of their father  in search of monsters/ghosts and things that go bump in the night  and at the same time in search of themselves is a good ploy. ,Horror,Positive
 It undoubtedly won't be for all tastes  but for those who enjoy some good chills and thrills  they might just find it to be their new favorite show!,Horror,Positive
Being the keen movie fan that i am i have watched a vast collection of horror films and this most certainly live up to the genres well deserved name.,Horror,Positive
Every episode is mysterious and suspenseful  and the scripts are well-written and thought-out. ,Horror,Positive
the fact that they're ghost hunters and looking for the thing that killed their mother is so appealing. ,Horror,Positive
I love the show  i think that it is fantasatic! i love the supernatural/horror/thriller genre and i have been waiting for a good quality TV show that fits this genre to come along and its finally here! ,Horror,Positive
The way both main characters are drawn in the fight against supernatural is a bit cliché  but still believable. ,Horror,Positive
It was scary like it should be considering this is a horror series  it had suspense  the plot was very interesting and it was really a show I loved.,Horror,Positive
 I'm not easily impressed with Television series. The TV series has left me on the edge of my seat with it's suspenseful plots  twists and turns. There are moments of horror  and twisted scenes,Horror,Positive
This show is NUMB3RS - horror style - with the sensitive  somewhat geeky brother and the tough  older brother who's protective streak is a major developing plot point in the series.,Horror,Positive
i think it is interesting to watch  with the ghost  spirits  and i think the one that had the insects in a few weeks a go was horrible  i could not stop itching  i kept thinking there were bugs on me!I LOVE WACTHING,Horror,Positive
for those that like classic hauntings to Norse mythology...this series caters for all tastes.,Horror,Positive
Don't get me wrong I love GoT  ray donovan  power but being a big brother and loving supernatural stuff thai is the most amazing show of all time.,Horror,Positive
When the episode goes for 'Creepifying' they hit it dead on. I loved it!,Horror,Positive
Even though i hate scary or jump scary stuff but the brilliant stories and the different kind of monsters and the relationship between the two brothers you feel like you're a part of this family,Horror,Positive
I've never been such a fan of horror TV series until Supernatural.,Horror,Positive
This show has a lot of good things going for it: good cinematography  hot leads  scary monsters  urban legends come true,Horror,Positive
I like watching this program because they goto places I never even heard of and on most episodes my hair stand up on the back of my neck which is quite scary.,Horror,Positive
This show is one of the best shows for its genre it has everything that makes the show one of the best like storyline heroes  villians as-well-as everything supernatural and everything to do with the supernatural.,Horror,Positive
"I'm not usually a fan of """"horror""""  but this- this is amazing. I love it. People that love horror must watch this.",Horror,Positive
You really missed something if you haven't watched this show  and if you are fond of this kind'o mystery and spiritual shows.,Horror,Positive
this show is dark and gritty and that's why I love it.,Horror,Positive
This Series is Amazing! Creepy With hot guys Chasing Bad Guys What More Could A Girl Want? ,Horror,Positive
You just can't beat how well rounded this show is! Mystery  drama  horror  everything!,Horror,Positive
I strongly recommend this show to everyone  no matter if you like drama  horror  comedy  sarcasm  fantasy ... we have them all  just give Supernatural a chance and thank me later.,Horror,Positive
I recommend this to anyone. Especially people who love the horror genre.,Horror,Positive
This is a show of Horror that will live in everyone's heart forever.,Horror,Positive
Right away I was immediately sucked in. The stories are suspenseful and very character-based. They aren't hokey or cheesy as you may expect from horror or science fiction type shows.,Horror,Positive
"This show is excellent. This is the closest thing to """"horror"""" on TV.",Horror,Positive
I was a little skeptic because I am really no fan of the horror-genre  but since I am a huge Jensen Ackles fan I simply had to buy the DVD's. I fell in love with the series instantly.,Horror,Positive
The plot is original and reels you in with it's soft horror theme.,Horror,Positive
Supernatural is the greatest Horror  Drama show out there  you'll love the mysteries from season 1-4 then you'll invest your time through the rest  this show will never stop surprising you.,Horror,Positive
"I've always like horror stuff so when I saw """"hunting monsters"""" """"vampire""""  That got me. I started to watch it about five years ago. I gotta say that it is fascinating.",Horror,Positive
 I like thriller   sci-fi and horror films and this show's got a little bit of everything. ,Horror,Positive
Highly recommended for any horror/drama fan!,Horror,Positive
 Supernatural has just the right mix of drama  suspense  horror and depth.,Horror,Positive
 i'm so glad that there's a show on TV that is just plain scare-you-outta-your-skin entertaining.,Horror,Positive
I'm a big horror film fan and I have to say that every episode of this show has made me jump.,Horror,Positive
This show has everything..from a bit of horror to love..to brotherhood...this show had got something for everyone.,Horror,Positive
Being a horror fan i wanted to give this show a try and now look its 2020 and at the last epic season!,Horror,Positive
I love this show!!!!! If you like your horror you will probably enjoy the first few seasons more.,Horror,Positive
Excellent horror. Somewhat like mini Horror movies  but good ones.,Horror,Positive
As every horror show it plays on famous urban legends and puts a bit of a twist to it  no complicated plots or conspiracies. It is a good watch and definitely better than other shoes on TV now. ,Horror,Positive
it is epic.If you like horror flicks and sci-fi you are going to enjoy it.,Horror,Positive
This is a perfect show for anyone into ghosts  demons  and Dean and Same kicking ass. For me  the storyline these brothers have are unforgettably amazing. Nothing but a good  sarcastic  horror series.,Horror,Positive
Supernatural... what can i say about it... it's the most incredible  awesome amazing horror/drama/fantasy TV series ever!I loved it from the beginning.,Horror,Positive
I highly recommend this show if you enjoy suspense  drama  and slight horror.,Horror,Positive
Supernatural is about ghosts  possessed people  demons & other supernatural creatures.,Horror,Positive
if you want to spend an hour watching an incredible show  filled with horror  drama  & the love shared between the Winchester family  then  Supernatural is just the show for you!,Horror,Positive
I still find myself going back to the first seasons and working my way back up to the seventh as a week is way too long to wait for the worlds best horror show.,Horror,Positive
Are you or are you not? You better watch this TV show because is got everything:horror suspense  chill and great story.,Horror,Positive
a truly great paranormal/horror/thriller show.,Horror,Positive
I finished 9 seasons and in my opinion it's really better than the other horror shows and movies.,Horror,Positive
the best horror show ever. ,Horror,Positive
" I really love how they used supernatural from many cultures and the way it is shown """"not to be afraid of but to be feel courageous"""" unlike many horror stories.",Horror,Positive
This show stunned me from the first episode! The stories are mostly pacey  short horror stories involving anything from ghosts to demons.,Horror,Positive
This show is for everyone who enjoy good urban legend stories and suspense genre.,Horror,Positive
it was focused more on classic horror stories with some family theme in the background and I like it.,Horror,Positive
Greate story with a lot of thriller  horror and mystery.,Horror,Positive
Its more like a big story-book with a background story and a lot of myths. All of the episodes are entertaining  and thats all that a TV show needs. Thats there only mission:entertainment.10/10,Horror,Positive
great thing about the show is that the two brothers  who are the main characters  are going up against demons  creatures  monsters  and any other type of horror movie and their brotherhood relationship. ,Horror,Positive
the series as a whole may not be as freaky as some horror classics  but after a prolonged period of exposure you'll get into the frame of mind to be scared  so have a buddy/boyfriend/brother close by in view of that.,Horror,Positive
It certainly is frightening  but it's not like a wannabe horror program  if I can call it that... It's seriously the BEST program on earth  if you like scary movies and can't get enough of it  this is the program for you!!,Horror,Positive
This show is excellent it has all the right elements  drama  horror  great music  an excellent script and the best cast and crew you could hope for.,Horror,Positive
It's a genius blend of the X-Files  Rout 66  and every classic horror movie you've ever seen.,Horror,Positive
 I've always liked things involving horror and scary stories so this show was like heaven sent,Horror,Positive
Supernatural is an awesome show that I'm sure will have you on the edge of your seat during an entire hour every week  horror  cute boys  rock and a kick ass car  how not to love it?,Horror,Positive
All my favorite horror movies + two hot guys + great special effects + genuine scares + kick ass rock and roll = one fine show.,Horror,Positive
This is Supernatural  great story telling  especially it is a ghost story!,Horror,Positive
Did I mention that it is a good time and some of these stories are down right terrifying? - and this is coming from a hard core horror fan. This show is well worth its time!!!,Horror,Positive
I loved the mixture of horror  mystery and drama within the show.,Horror,Positive
this show has anything you could ever want in a series drama horror fantasy comedy romance etc,Horror,Positive
I don't usually do horror  but this show grabbed me for a lot of reasons. The biggest is the writing  story telling  creativity of Kripke  and the chemistry between the actors.,Horror,Positive
Seasons 1-5 are a definite 10 stars  a roller coaster of episodes  no two alike the show provides a perfect mix of drama  horror  humor  suspense  thriller  comedy  silly  believable and more.,Horror,Positive
Our group thinks that supernatural is an amazing show  because there is comedy  horror  adventure and  sometimes  drama.,Horror,Positive
Season 1 of this series is very strong. Every episode is a mini horror movie  most of wich a lot better than the majority of these genre films.,Horror,Positive
I am a horror movie fanatic although I tend to find it difficult to watch horrors on my own. Therefore  to sit down and take in Supernatural without any real serious scary parts is a welcome  and a blessing in disguise.,Horror,Positive
It is scary  just not as scary as it needs to be which is a good aspect of the series and I for one was extremely happy and relieved about this upon watching the first few episodes.,Horror,Positive
I just love it! May more fun  thrills  spills  scary monsters and exciting twists and turns come our way.,Horror,Positive
it's great drama  imaginative horror and out-of-the-box approach to supernatural mythology but the writers of this show almost always have a good twist of humor placed.,Horror,Positive
all of the series' episodes have suspense and horror meanwhile most of it's episodes are very dramatic(with the good way),Horror,Positive
One can clearly tell that the creators of this excellent show are fans of not just the horror genre  but all genres.In short  my highest recommendation possible.,Horror,Positive
Def. one of the BEST horror/sci-fi/etc. shows I have seen,Horror,Positive
 I like to boil it down to two things: 1. Horror  thrills  action  it's often been characterized as a mini-horror movie per episode. 2. Family-drama & brotherly love.,Horror,Positive
I have to say that this is the best TV show on right now. Every episode is like a thrilling roller-coaster ride.,Horror,Positive
I'm not a fan of horror,Horror,Negative
 It's dark  sometimes funny but mostly the right kind of horror with some Neil Gaiman writing in mind. After the 5th season It got bored and I stoped watching.,Horror,Negative
" I thought to myself  """"No way am I ever going to watch that show. Way too creepy for me.",Horror,Negative
